Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
SURANI,ST,122.2,4.98,156.87,0.03,0.04
CELEBRITY,EQ,11.45,0.97,64.75,0.32,0.04
PRECISION,SM,25.95,2.98,59.58,0.14,0.04
QVCEL,ST,27,4.85,28.22,0.13,0.03
SGBMAR28X,GB,8999,0.55,681.53,0,0.03
DGCONTENT,BE,39.71,1.12,231.06,0.08,0.03
KRIDHANINF,EQ,3.79,4.99,35.92,0.87,0.03
PALREDTEC,BE,47.02,3.55,57.52,0.07,0.03
ROLTA,BZ,2.38,3.03,39.48,1.34,0.03
GODHA,BE,0.73,1.39,68.35,4.1,0.03
SAKUMA,BE,2.51,1.62,393.5,1.15,0.03
INDOUS,BE,159.88,1.53,320.59,0.02,0.03
IL&FSTRANS,BZ,3.4,1.8,111.85,0.83,0.03
SELMC,EQ,30.9,4.11,102.39,0.09,0.03
NORBTEAEXP,BE,43.98,4.99,51.68,0.06,0.03
AMBEY,SM,43.5,0.69,108.52,0.06,0.03
REXPRO,SM,86,0.58,96.38,0.03,0.03
DUGLOBAL,SM,51,4.08,355.86,0.05,0.03
REXPIPES,SM,62.4,4,58.97,0.04,0.03
699GS2026,GS,103.52,0.01,57971.2,0.02,0.02
879NHPC28,N5,1099.99,0.45,94.17,0,0.02
SYLVANPLY,SM,62.95,5.89,121.96,0.04,0.02
VINNY,BE,1.28,1.59,59.55,1.87,0.02
SHIGAN,ST,79.15,4.97,150.88,0.03,0.02
CELLPOINT,SM,17.5,6.06,32.7,0.13,0.02
TECILCHEM,EQ,25.36,9.97,48.09,0.09,0.02
PERFECT,ST,10.8,4.35,18.9,0.21,0.02
UNIINFO,BE,16.33,4.95,17.46,0.14,0.02
ORIENTLTD,BE,88.9,1.3,88.9,0.02,0.02
704GS2029,GS,103.7,0.29,91256,0.02,0.02
SHUBHLAXMI,SM,18.2,1.39,16.02,0.12,0.02
GSEC5IETF,EQ,61.45,0.77,57.82,0.03,0.02
TOUCHWOOD,BE,79.99,1,88.64,0.03,0.02
3PLAND,EQ,40.55,1.58,72.99,0.05,0.02
MYMUDRA,ST,55.75,1.92,63.51,0.04,0.02
1050UCL25,N7,1000,0.1,49.28,0,0.02
SUULD,BZ,2.62,4.8,17.64,0.75,0.02
SUPREMEENG,BE,1.82,1.11,45.49,1.05,0.02
MOHITIND,BE,28.46,1.93,40.29,0.07,0.02
AURDIS,ST,150.7,2,154.47,0.01,0.02
KAMOPAINTS,BE,9.83,1.97,309.01,0.19,0.02
1065NFL27,NC,1000,0.2,94.29,0,0.02
DELPHIFX,BE,122.9,0.48,136.76,0.01,0.02
MITCONPP,E1,26.99,17.04,11.45,0.07,0.02
UMESLTD,EQ,5.9,2.08,15.59,0.29,0.02
HEADSUP,BE,11.4,2.8,25.17,0.16,0.02
ARENTERP,EQ,44.65,3.79,13.88,0.04,0.02
QUICKTOUCH,ST,48.8,4.95,52.78,0.04,0.02
ARSHIYA,BZ,2.77,4.92,72.98,0.61,0.02
SATIPOLY,ST,83.3,4.98,41.21,0.02,0.02
SABAR,ST,8.3,4.4,14.32,0.2,0.02
SYNOPTICS,SM,97.55,3.89,82.72,0.02,0.02
AKASH,EQ,27.49,2.92,46.36,0.06,0.02
MADHUCON,EQ,6.3,1.29,46.49,0.25,0.02
945IFSL25,N4,1010,0.55,175.57,0,0.02
GAYAHWS,BE,1.38,1.47,33.07,1.1,0.02
WIPL,EQ,170.61,5,144.8,0.01,0.02
RADAAN,BE,4.16,3.48,22.53,0.36,0.01
RITEZONE,ST,22.85,4.82,9.67,0.06,0.01
BMETRICS,SM,46.7,5.9,57.51,0.03,0.01
EBANKNIFTY,EQ,51.7,0.08,9.83,0.03,0.01
AISL,SM,112.85,4.15,116.82,0.01,0.01
GROBTEA,EQ,932,1,108.33,0,0.01
HOMESFY,SM,430,3.61,138.73,0,0.01
AMIABLE,SM,79.95,6.39,13.98,0.02,0.01
692GS2039,GS,105.5,0.48,78070,0.01,0.01
HAVISHA,EQ,2.27,1.34,34.85,0.56,0.01
VEEKAYEM,SM,250,2.92,146.89,0.01,0.01
SGBOCT25V,GB,8844,0.58,153.91,0,0.01
TAPIFRUIT,SM,82.95,0.36,35.44,0.01,0.01
GRCL,SM,470,2.17,269.69,0,0.01
DESTINY,ST,77,2.67,118.49,0.01,0.01
ATLANTAA,BE,29.03,1.97,236.59,0.04,0.01
876HUDCO28,ND,1130.05,0.36,0,0,0.01
ASTRON,BE,12.66,4.98,58.87,0.09,0.01
INDIFRA,ST,13.9,4.91,10.13,0.08,0.01
TGBHOTELS,EQ,10.6,0.95,31.04,0.11,0.01
JFLLIFE,ST,18.25,4.89,60.22,0.06,0.01
EMKAY,BE,212.85,1.28,539.94,0.01,0.01
182D310725,TB,97.72,0.43,8794.8,0.01,0.01
182D140825,TB,97.78,0.53,7997.31,0.01,0.01
99AEL29,N7,1067.5,0.42,137.54,0,0.01
MOGSEC,EQ,60.18,0.42,100.8,0.02,0.01
CONTI,SM,31.25,3.82,34.38,0.03,0.01
KEEPLEARN,EQ,3.09,3.34,48.12,0.34,0.01
68GS2060,GS,101.45,3.1,86153.1,0.01,0.01
SVPGLOB,BE,3.01,1.01,38.08,0.34,0.01
ALPSINDUS,BE,2.48,3.33,9.7,0.42,0.01
NPBET,EQ,264.6,0.82,11.74,0,0.01
1015ECL29,NR,998.9,0.22,110.98,0,0.01
CLSL,SM,49.45,4.88,84.76,0.02,0.01
NIF10GETF,EQ,25.5,0.71,22.93,0.04,0.01
79NHIT47,N3,418.5,0.29,627.75,0,0.01
HDFCLOWVOL,EQ,18.98,0.42,36.02,0.05,0.01
925SCL26D,ZD,971.24,0.31,8.07,0,0.01
10IIFL28A,NE,955.8,0.06,262.55,0,0.01
76IGT26,ND,1065,1.07,102.74,0,0.01
87LTF27,NH,1025,0.98,17.92,0,0.01
SAHAJ,ST,7.7,4.76,10.14,0.12,0.01
TIJARIA,BE,6.08,2.53,17.4,0.15,0.01
ONELIFECAP,BE,10.74,4.07,14.35,0.08,0.01
ABMINTLLTD,EQ,50,4.28,47.04,0.02,0.01
898LTF29,N7,1054,0.45,107.24,0,0.01
TCIFINANCE,BE,12.74,1.19,16.4,0.06,0.01
BLUEPEBBLE,ST,201.6,0.12,82.25,0,0.01
960ISFL25,N1,1005,1.49,117.43,0,0.01
79NHIT40,N2,313.5,0.16,470.25,0,0.01
956AEL29,N6,1050,2.94,52.88,0,0.01
TVVISION,BE,5.26,4.99,20.38,0.14,0.01
MARINETRAN,SM,18.85,9.28,23.99,0.04,0.01
SIGNORIA,ST,68.65,3.78,32.66,0.01,0.01
182D070825,TB,97.59,0.3,8490.33,0.01,0.01
CALSOFT,BE,11.07,0.91,17.11,0.06,0.01
105UCL2026,NB,999.9,12.35,34.15,0,0.01
FSC,BZ,1.82,4,7.99,0.36,0.01
717GS2028,GS,103.75,0.73,97525,0.01,0.01
862REC33,NA,1234.56,0.37,51.4,0,0.01
753IRFC30,NJ,1125,0.71,1208.49,0,0.01
NEXTMEDIA,EQ,7,3.86,46.83,0.09,0.01
960CAGL25,N3,1009.69,0.68,214.55,0,0.01
762NTPC35F,ND,1190.25,0.42,197.27,0,0.01
KALYANIFRG,BE,529.95,0.89,192.8,0,0.01
MPTODAY,SM,27.7,4.92,12.65,0.02,0.01
943ECL28,NJ,960,0.52,56.76,0,0.01
965AEL27,N4,1066.9,0.84,506.06,0,0.01
1060ECL29,NS,990.1,0.01,193.32,0,0.01
1025SCL35A,N1,990,0.92,9.44,0,0.01
EUROTEXIND,EQ,15,4.97,13.12,0.03,0
ITTL,ST,39.8,1.92,39.8,0.01,0
MANAV,SM,11,4.76,14.48,0.04,0
USASEEDS,SM,145,4.96,102.37,0,0
MTEDUCARE,BE,2.37,1.72,17.12,0.18,0
985ECL28,NK,1005,0.5,273.49,0,0
COMPINFO,BZ,1.49,4.93,12.78,0.27,0
182D240425,TB,99.73,0.33,8477.05,0,0
ORTINGLOBE,EQ,11.32,3.38,9.2,0.04,0
MOTOGENFIN,EQ,26.42,1.34,102.32,0.01,0
MORARJEE,BZ,5.61,4.86,20.38,0.07,0
NIF5GETF,EQ,61.2,0.08,24.13,0.01,0
SANWARIA,BZ,0.37,2.78,27.24,0.84,0
LOYALTEX,BE,244.9,3.77,117.95,0,0
1040UCL27B,N1,1010,1.51,34.74,0,0
182D030725,TB,98.32,0.02,7865.6,0,0
79NHIT35,N1,313.26,0.08,469.89,0,0
GUJRAFFIA,BE,41.4,4.02,22.37,0.01,0
IIFLZC28B,Y1,1050,0.1,39.39,0,0
891IIFCL34,N4,1245,0.4,0,0,0
97MOFSL34,N7,1122,0.09,254.66,0,0
97SFL29,YZ,1080,0.93,36.88,0,0
91D080525,TB,99.48,0.16,18403.8,0,0
364D290525,TB,98.75,0.25,3960.76,0,0
LICNETFSEN,EQ,876.35,2.36,782.07,0,0
ANSALAPI,BZ,3.88,1.84,61.07,0.05,0
182D110925,TB,96.93,0.11,13715.59,0,0
182D180925,TB,96.8,0.37,12729.2,0,0
843IHFL29,NC,948.5,0.66,50.97,0,0
EQUIPPP,BE,19.4,0.31,200,0.01,0
MODTHREAD,EQ,36.8,0.85,127.97,0.01,0
PREMIER,BE,3.12,4.7,9.48,0.05,0
FELDVR,BZ,3.64,4,14.33,0.04,0
FLFL,BZ,1.43,2.88,28.85,0.11,0
SABEVENTS,BE,4.74,4.87,4.97,0.03,0
OMKARCHEM,BZ,6.04,4.32,12.43,0.02,0
NAGREEKCAP,EQ,27.74,4.8,34.99,0,0
892NHPC33,N6,1240,0.81,314.49,0,0
662GS2051,GS,94.25,0.17,51837.5,0,0
955SCL27A,ZJ,1214.2,0.07,4.55,0,0
SCLZC26E,NP,1099.6,0.05,4.34,0,0
925ERFL28,N6,950,2.02,45.94,0,0
925SCL28C,BS,930,2.89,8.16,0,0
11DLSL25A,Y3,1095.55,1.44,7.83,0,0
CMMIPL,SZ,1.8,2.86,2.82,0.06,0
925IHFL25D,N6,1052.1,0.2,345.62,0,0
903SFL28,YI,1040,1.46,51.92,0,0
702GS2027,GS,103,0.24,39140,0,0
SCL25924A,N1,1010.4,3.63,5.53,0,0
364D050625,TB,98.74,0.33,4031.03,0,0
762GS2039,GS,105.26,0.25,35848.08,0,0
865LTF26,NN,1029.21,0.05,409.82,0,0
IIFLZC25,ND,1719.9,0.1,9.95,0,0
TFL,BE,13.98,0.94,75.04,0,0
579GS2030,GS,99.35,0.35,103324,0,0
729NHAI26,NC,1058,1.14,203.49,0,0
CURAA,BE,36.31,4.97,1.24,0,0
764HUDCO31,N8,1107,0.27,0,0,0
732IRFC25,NI,1037,0.16,382.6,0,0
925SCL27B,N1,1000,2.56,7.27,0,0
915SCL26,NE,999.1,0.01,195.17,0,0
GLFL,BE,5.51,2.8,14.95,0,0
772GS2055,GS,119.4,4.52,93132,0,0
CALSOFTPP,X1,3.73,2.47,17.3,0,0
574GS2026,GS,101.3,1.66,82053,0,0
667GS2035,GS,114.45,5,140699.11,0,0
SETUINFRA,BZ,0.53,1.92,6.66,0,0
82GS2025,GS,102.62,2.51,92358,0,0
601GS2028,GS,98.5,1.6,14775,0,0
FICRF3GP,MF,16.65,9.9,3971.25,0,0
